Timestamp,age,Gender,Purchase_Frequency,Purchase_Categories,Personalized_Recommendation_Frequency,Browsing_Frequency,Product_Search_Method,Search_Result_Exploration,Customer_Reviews_Importance,Add_to_Cart_Browsing,Cart_Completion_Frequency,Cart_Abandonment_Factors,Saveforlater_Frequency,Review_Left,Review_Reliability,Review_Helpfulness,Personalized_Recommendation_Frequency ,Recommendation_Helpfulness,Rating_Accuracy ,Shopping_Satisfaction,Service_Appreciation,Improvement_Areas,transaction
2023/06/08 5:32:09 PM GMT+5:30,49,Others,Once a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Multiple times a day,Filter,First page,2,Maybe,Often,Changed my mind or no longer need the item,Rarely,Yes,Heavily,No,2,Sometimes,5,2,Customer service ,I have no problem with Amazon yet. But others tell me about the refund issues ,179086
2023/06/05 7:16:40 AM GMT+5:30,43,Female,Few times a month,Beauty and Personal Care;Clothing and Fashion,No,Few times a month,Filter,Multiple pages,1,Maybe,Rarely,High shipping costs,Sometimes,Yes,Rarely,Yes,5,No,2,5,Product recommendations,UI,657063
2023/06/11 10:44:01 PM GMT+5:30,25,Male,Once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Rarely,others,Multiple pages,1,Yes,Often,Found a better price elsewhere,Always,No,Heavily,No,5,Yes,1,3,.,No problems with Amazon,936728
2023/06/08 5:09:31 PM GMT+5:30,44,Female,Few times a month,Clothing and Fashion,No,Multiple times a day,Filter,Multiple pages,2,No,Rarely,Found a better price elsewhere,Always,No,Moderately,Sometimes,4,Yes,1,2,Competitive prices,Product quality and accuracy,325885
2023/06/07 10:39:21 PM GMT+5:30,36,Male,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Yes,Few times a week,Keyword,Multiple pages,2,Yes,Always,others,Never,Yes,Heavily,No,4,No,2,1,Customer service ,Scrolling option would be much better than going to next page,780711
2023/06/09 8:10:05 AM GMT+5:30,5,Female,Less than once a month,Beauty and Personal Care;Home and Kitchen,No,Rarely,Keyword,Multiple pages,3,No,Sometimes,Changed my mind or no longer need the item,Often,No,Rarely,Sometimes,2,Yes,4,1,Customer service ,User interface ,824723
2023/06/12 3:37:14 PM GMT+5:30,33,Others,Once a month,Home and Kitchen,Sometimes,Few times a month,others,Multiple pages,3,Maybe,Sometimes,others,Always,Yes,Rarely,Sometimes,4,No,2,5,Competitive prices,Reducing packaging waste,778935
2023/06/05 8:06:04 PM GMT+5:30,16,Prefer not to say,Less than once a month,Home and Kitchen;others,Sometimes,Multiple times a day,nan,First page,1,Yes,Sometimes,High shipping costs,Never,Yes,Never,No,1,No,5,2,Customer service,I don't have any problem with Amazon,587821
2023/06/09 3:23:38 PM GMT+5:30,45,Female,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,nan,Multiple pages,4,Yes,Often,High shipping costs,Sometimes,No,Heavily,No,2,No,3,4,User-friendly website/app interface,User interface ,809173
2023/06/07 2:16:43 PM GMT+5:30,27,Prefer not to say,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Few times a month,nan,First page,5,Yes,Always,Changed my mind or no longer need the item,Sometimes,Yes,Moderately,No,1,Yes,1,3,Customer service ,Shipping speed and reliability,872823
2023/06/04 9:40:54 PM GMT+5:30,65,Prefer not to say,Once a month,Groceries and Gourmet Food;Home and Kitchen,Sometimes,Few times a month,others,First page,3,Yes,Often,Found a better price elsewhere,Never,Yes,Occasionally,Yes,1,Sometimes,2,4,.,User interface ,314155
2023/06/08 6:00:06 PM GMT+5:30,17,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Few times a week,Keyword,Multiple pages,2,Yes,Always,Changed my mind or no longer need the item,Never,Yes,Moderately,Yes,1,Sometimes,1,5,All the above,User interface ,157162
2023/06/11 10:49:49 PM GMT+5:30,28,Female,Multiple times a week,Beauty and Personal Care;Home and Kitchen,No,Rarely,nan,First page,2,No,Rarely,others,Rarely,No,Never,No,1,No,1,2,Wide product selection,Reducing packaging waste,980528
2023/06/08 6:00:50 PM GMT+5:30,7,Others,Once a month,Groceries and Gourmet Food,Sometimes,Few times a month,categories,First page,4,Yes,Sometimes,others,Rarely,Yes,Occasionally,No,2,Yes,4,4,Competitive prices,Irrelevant product suggestions,940219
2023/06/08 10:40:33 PM GMT+5:30,57,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Rarely,categories,First page,1,No,Often,others,Always,Yes,Rarely,Sometimes,5,No,3,1,Customer service,.,789645
2023/06/08 5:23:05 PM GMT+5:30,59,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,No,Multiple times a day,categories,Multiple pages,2,No,Never,Found a better price elsewhere,Rarely,No,Occasionally,No,2,Yes,5,2,Competitive prices,I have no problem with Amazon yet. But others tell me about the refund issues ,125238
2023/06/06 1:06:16 PM GMT+5:30,41,Male,Few times a month,Groceries and Gourmet Food;Home and Kitchen;others,Yes,Few times a month,categories,Multiple pages,4,Maybe,Rarely,Changed my mind or no longer need the item,Rarely,No,Heavily,Yes,5,Sometimes,4,4,Customer service ,Product quality and accuracy,943747
2023/06/12 4:02:53 PM GMT+5:30,54,Others,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a month,categories,Multiple pages,1,Yes,Always,Changed my mind or no longer need the item,Rarely,Yes,Never,Sometimes,5,No,2,5,Quick delivery,better app interface and lower shipping charges,136435
2023/06/08 3:23:21 AM GMT+5:30,29,Prefer not to say,Less than once a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Rarely,others,First page,3,No,Rarely,Changed my mind or no longer need the item,Never,Yes,Occasionally,No,1,No,5,1,Product recommendations,better app interface and lower shipping charges,909341
2023/06/09 10:31:15 AM GMT+5:30,15,Prefer not to say,Once a week,Home and Kitchen,No,Multiple times a day,others,Multiple pages,5,Yes,Often,High shipping costs,Sometimes,Yes,Occasionally,Sometimes,3,No,4,2,.,Shipping speed and reliability,334694
2023/06/06 11:06:30 PM GMT+5:30,19,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care,Yes,Multiple times a day,Keyword,Multiple pages,5,No,Never,Changed my mind or no longer need the item,Often,No,Heavily,Yes,4,Sometimes,3,3,User-friendly website/app interface,Reducing packaging waste,592747
2023/06/07 1:33:51 PM GMT+5:30,24,Male,Once a month,Home and Kitchen,Sometimes,Multiple times a day,others,Multiple pages,3,Maybe,Sometimes,Found a better price elsewhere,Sometimes,Yes,Never,No,4,No,5,2,User-friendly website/app interface,Scrolling option would be much better than going to next page,964381
2023/06/07 11:41:56 AM GMT+5:30,60,Male,Few times a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Yes,Multiple times a day,Keyword,First page,3,No,Sometimes,High shipping costs,Never,No,Moderately,Sometimes,3,Yes,4,2,All the above,Quality of product is very poor according to the big offers,313487
2023/06/06 6:51:13 PM GMT+5:30,37,Male,Multiple times a week,others,No,Few times a week,Keyword,Multiple pages,1,Maybe,Often,High shipping costs,Often,No,Rarely,Sometimes,4,No,1,3,User-friendly website/app interface,.,308212
2023/06/07 10:10:26 PM GMT+5:30,33,Female,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,categories,Multiple pages,4,No,Never,Found a better price elsewhere,Rarely,Yes,Occasionally,No,3,Yes,5,5,Quick delivery,UI,131373
2023/06/04 10:37:00 PM GMT+5:30,38,Prefer not to say,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;others,Sometimes,Rarely,others,Multiple pages,1,Yes,Sometimes,High shipping costs,Sometimes,No,Heavily,No,1,Yes,5,5,Wide product selection,No problems with Amazon,523222
2023/06/07 10:38:51 PM GMT+5:30,15,Male,Multiple times a week,Beauty and Personal Care,Sometimes,Few times a month,Keyword,First page,2,Yes,Often,Changed my mind or no longer need the item,Often,Yes,Heavily,Sometimes,4,No,1,5,Product recommendations,Shipping speed and reliability,793668
2023/06/11 2:07:39 PM GMT+5:30,64,Male,Few times a month,Beauty and Personal Care,No,Multiple times a day,categories,Multiple pages,2,Maybe,Rarely,Found a better price elsewhere,Rarely,Yes,Never,No,5,No,3,3,Customer service,Product quality and accuracy,562750
2023/06/07 6:29:14 PM GMT+5:30,28,Others,Less than once a month,Groceries and Gourmet Food,No,Few times a week,nan,First page,5,Maybe,Rarely,others,Sometimes,Yes,Moderately,No,3,Yes,5,5,Customer service ,No problems with Amazon,826078
2023/06/09 10:58:44 AM GMT+5:30,49,Others,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Yes,Few times a week,categories,Multiple pages,4,Yes,Rarely,High shipping costs,Sometimes,No,Heavily,No,5,Sometimes,2,4,Wide product selection,Quality of product is very poor according to the big offers,940596
2023/06/05 2:25:28 PM GMT+5:30,62,Male,Once a week,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,nan,First page,2,Yes,Never,Found a better price elsewhere,Always,No,Moderately,Yes,4,No,3,3,Wide product selection,Product quality and accuracy,447175
2023/06/08 5:11:27 PM GMT+5:30,37,Female,Once a month,Groceries and Gourmet Food;Beauty and Personal Care;others,Yes,Rarely,Keyword,First page,4,Maybe,Always,Changed my mind or no longer need the item,Always,Yes,Rarely,No,4,No,4,3,All the above,No problems with Amazon,125086
2023/06/11 11:25:09 PM GMT+5:30,45,Prefer not to say,Multiple times a week,Clothing and Fashion,Sometimes,Few times a week,Filter,Multiple pages,5,Yes,Always,High shipping costs,Always,No,Occasionally,Yes,4,Sometimes,4,3,Competitive prices,User interface ,698979
2023/06/08 5:13:33 PM GMT+5:30,5,Others,Multiple times a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,No,Rarely,nan,First page,5,Yes,Often,others,Rarely,Yes,Occasionally,Sometimes,4,Yes,3,4,Competitive prices,No problems with Amazon,758590
2023/06/06 6:40:27 PM GMT+5:30,33,Others,Less than once a month,Clothing and Fashion;others,Yes,Few times a week,categories,First page,3,Yes,Rarely,Changed my mind or no longer need the item,Always,No,Occasionally,Yes,1,No,1,4,Product recommendations,Quality of product is very poor according to the big offers,546155
2023/06/06 7:31:34 PM GMT+5:30,29,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Keyword,Multiple pages,3,Yes,Always,Found a better price elsewhere,Rarely,No,Heavily,Yes,3,Sometimes,5,4,User-friendly website/app interface,Scrolling option would be much better than going to next page,734033
2023/06/05 10:05:25 PM GMT+5:30,13,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion,No,Multiple times a day,categories,First page,3,Yes,Rarely,others,Often,Yes,Rarely,Yes,4,Yes,4,5,All the above,Reducing packaging waste,278611
2023/06/07 6:29:14 PM GMT+5:30,17,Female,Once a month,Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a week,nan,Multiple pages,5,Yes,Never,Found a better price elsewhere,Never,Yes,Never,Sometimes,1,Sometimes,5,1,Competitive prices,Shipping speed and reliability,872141
2023/06/06 6:39:26 PM GMT+5:30,55,Male,Multiple times a week,Groceries and Gourmet Food;Clothing and Fashion;others,Sometimes,Rarely,Keyword,First page,4,Maybe,Rarely,High shipping costs,Always,Yes,Occasionally,No,1,Sometimes,4,2,Product recommendations,I don't have any problem with Amazon,132420
2023/06/08 5:54:49 PM GMT+5:30,16,Male,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,nan,Multiple pages,3,Yes,Always,Changed my mind or no longer need the item,Never,No,Never,No,5,No,1,4,Competitive prices,better app interface and lower shipping charges,266881
2023/06/07 6:28:35 PM GMT+5:30,32,Prefer not to say,Multiple times a week,Beauty and Personal Care;Home and Kitchen,Yes,Few times a month,nan,Multiple pages,2,Yes,Rarely,others,Always,No,Never,Sometimes,4,Sometimes,3,2,User-friendly website/app interface,Quality of product is very poor according to the big offers,867980
2023/06/05 2:17:45 PM GMT+5:30,66,Female,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Home and Kitchen,Sometimes,Multiple times a day,categories,First page,3,Maybe,Often,others,Rarely,No,Heavily,Sometimes,3,No,3,5,Wide product selection,Reducing packaging waste,533571
2023/06/07 5:58:12 PM GMT+5:30,39,Others,Multiple times a week,Beauty and Personal Care;Home and Kitchen;others,Sometimes,Multiple times a day,Keyword,First page,2,Maybe,Always,Changed my mind or no longer need the item,Always,No,Heavily,Sometimes,5,Sometimes,5,3,Wide product selection,No problems with Amazon,932973
2023/06/09 10:28:23 AM GMT+5:30,44,Male,Once a week,Beauty and Personal Care,No,Few times a month,Keyword,Multiple pages,4,Maybe,Always,Changed my mind or no longer need the item,Often,Yes,Heavily,No,5,Yes,2,4,All the above,Add more familiar brands to the list,742107
2023/06/09 2:40:21 PM GMT+5:30,65,Male,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Yes,Multiple times a day,nan,First page,1,Maybe,Never,Changed my mind or no longer need the item,Never,Yes,Rarely,No,1,Sometimes,3,5,Wide product selection,Add more familiar brands to the list,712817
2023/06/11 9:31:41 AM GMT+5:30,6,Prefer not to say,Multiple times a week,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a month,Keyword,Multiple pages,2,Maybe,Often,others,Sometimes,Yes,Moderately,No,1,Sometimes,1,4,Wide product selection,I don't have any problem with Amazon,914295
2023/06/11 10:44:46 PM GMT+5:30,66,Prefer not to say,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Rarely,categories,Multiple pages,5,Yes,Always,Found a better price elsewhere,Often,No,Moderately,Sometimes,1,Yes,1,2,User-friendly website/app interface,Reducing packaging waste,406822
2023/06/08 8:59:45 AM GMT+5:30,58,Male,Few times a month,Clothing and Fashion;others,Sometimes,Rarely,categories,Multiple pages,3,No,Rarely,others,Rarely,No,Never,No,5,No,1,4,Wide product selection,.,679481
2023/06/07 5:58:12 PM GMT+5:30,27,Female,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,No,Few times a month,nan,Multiple pages,2,Yes,Often,others,Sometimes,No,Occasionally,Sometimes,1,No,1,2,Customer service,UI,476618
2023/06/12 3:56:57 PM GMT+5:30,59,Others,Once a week,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion;Home and Kitchen;others,Sometimes,Few times a month,nan,Multiple pages,5,Yes,Often,others,Rarely,No,Never,No,2,Sometimes,2,3,.,better app interface and lower shipping charges,862212
2023/06/08 3:26:38 AM GMT+5:30,29,Male,Less than once a month,Groceries and Gourmet Food;Clothing and Fashion;others,Yes,Few times a month,categories,First page,3,Maybe,Rarely,Found a better price elsewhere,Sometimes,Yes,Moderately,Sometimes,4,Yes,5,1,Competitive prices,Nothing,383723
2023/06/06 7:10:14 PM GMT+5:30,33,Others,Less than once a month,Beauty and Personal Care;others,Yes,Multiple times a day,categories,First page,2,No,Always,Found a better price elsewhere,Sometimes,No,Never,Yes,3,Yes,3,4,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,714899
2023/06/11 11:17:41 PM GMT+5:30,5,Others,Less than once a month,Groceries and Gourmet Food;Home and Kitchen,No,Rarely,Keyword,Multiple pages,1,Yes,Often,Found a better price elsewhere,Rarely,No,Moderately,Yes,1,Sometimes,4,2,Product recommendations,I have no problem with Amazon yet. But others tell me about the refund issues ,649264
2023/06/05 12:36:02 AM GMT+5:30,56,Others,Less than once a month,Beauty and Personal Care;Clothing and Fashion;Home and Kitchen,Sometimes,Rarely,Filter,First page,2,Yes,Always,others,Never,No,Heavily,No,1,Yes,5,2,Quick delivery,I have no problem with Amazon yet. But others tell me about the refund issues ,642774
2023/06/05 2:56:10 AM GMT+5:30,63,Others,Less than once a month,Home and Kitchen;others,Yes,Rarely,others,Multiple pages,3,Maybe,Often,High shipping costs,Sometimes,No,Occasionally,No,3,No,3,5,Competitive prices,Product quality and accuracy,363961
2023/06/08 5:30:34 PM GMT+5:30,64,Prefer not to say,Once a month,Groceries and Gourmet Food;Clothing and Fashion;Home and Kitchen,Sometimes,Few times a week,Keyword,First page,4,Yes,Never,High shipping costs,Always,No,Rarely,Yes,4,Yes,4,3,Customer service,Nothing,874163
2023/06/12 3:59:59 PM GMT+5:30,19,Others,Once a week,Home and Kitchen,Sometimes,Rarely,Keyword,First page,3,Yes,Rarely,others,Rarely,Yes,Heavily,Sometimes,3,Sometimes,1,5,Quick delivery,No problems with Amazon,436041
2023/06/08 5:58:43 PM GMT+5:30,24,Male,Few times a month,Groceries and Gourmet Food;Beauty and Personal Care;Clothing and Fashion,Sometimes,Few times a week,nan,Multiple pages,3,Maybe,Never,Changed my mind or no longer need the item,Always,No,Heavily,Sometimes,4,Yes,1,2,Product recommendations,Irrelevant product suggestions,271641
2023/06/09 3:26:38 PM GMT+5:30,49,Others,Less than once a month,Beauty and Personal Care;others,Yes,Multiple times a day,Keyword,First page,3,Yes,Sometimes,Found a better price elsewhere,Sometimes,No,Heavily,No,1,No,3,2,User-friendly website/app interface,Scrolling option would be much better than going to next page,979303
